Replicate,LatentSeed,MagnitudeSeed,Median_MRE,CrossVisit_Frob,Median_Novelty,Frac_Novelty_gt_thresh,DCR_synth_to_real_median
74,1074,2074,0.013745820796232131,0.5854400025530303,0.5086387479974903,1.0,13.721593037068114
75,1075,2075,0.01076900124383175,0.6059836916999553,0.49864585226502284,1.0,13.990165457613328
76,1076,2076,0.011739474153390127,0.6071619923439827,0.5086088598933812,1.0,14.31951517205292
77,1077,2077,0.01399536883889849,0.60067001625373,0.5165769294602327,1.0,13.98209161762058
78,1078,2078,0.015947886992000917,0.5573531361905444,0.5141524799247885,1.0,14.378430930858357
79,1079,2079,0.025161692065766954,0.6173962562653655,0.5034475297106831,1.0,14.26388463103874
80,1080,2080,0.009488681026295253,0.6054641434115476,0.5121965319504638,0.99,14.11883135421359
81,1081,2081,0.012253827197405306,0.5621699436392914,0.5119606173442542,1.0,13.88438504274683
82,1082,2082,0.016567431458263997,0.6170089165375935,0.5211173337438506,1.0,14.211688140174482
83,1083,2083,0.01817169339735854,0.5973708165103361,0.5333778919634626,1.0,14.111888999610425
84,1084,2084,0.013076786874358402,0.5887365140450163,0.4982107361421881,1.0,14.01334885563806
85,1085,2085,0.012261564832978154,0.5819520737397246,0.508191925078411,0.99,13.846025429997855
86,1086,2086,0.009747121652290663,0.6251298484064313,0.5158756662910438,1.0,13.913096521513618
87,1087,2087,0.017136384467736937,0.6094095035396728,0.5018051075527198,1.0,14.131590731201348
88,1088,2088,0.02019042542477415,0.5600397087961774,0.5025827517028193,1.0,14.1344619509827
89,1089,2089,0.018459363397352893,0.5729945881017666,0.49305629450436783,0.99,13.752675750296415
90,1090,2090,0.011135311834548658,0.5640676247962999,0.4979378485537115,1.0,14.237346664158238
91,1091,2091,0.011287680245668726,0.5501422842298367,0.49735818210908006,0.99,14.313078790283356
92,1092,2092,0.015587106622259848,0.606691459142144,0.5152705245698805,1.0,14.534217275066188
93,1093,2093,0.01328991564888973,0.5735461676513633,0.4913027942172337,0.99,13.919636200431984
94,1094,2094,0.017056741389423154,0.5695694068582375,0.49917847345121746,0.99,13.608403798943318
95,1095,2095,0.015912860825949983,0.604432418331088,0.5158984627004107,0.99,14.256816149481727
96,1096,2096,0.015504317291042652,0.5668389838420163,0.49165720392703266,1.0,13.365795608031467
97,1097,2097,0.011730188430832046,0.6396953071279946,0.513573226120318,1.0,14.048508533881908
98,1098,2098,0.012305396196282414,0.5799114407912606,0.5184304281318365,1.0,13.835722724488352
99,1099,2099,0.00961499626823361,0.5500577095223669,0.49207907185094746,0.99,13.651036575381834
100,1100,2100,0.01684256514894311,0.5816855631708301,0.5280572203774281,1.0,13.88079566117662
